DateTime,Temperature_F,Dew_Point_F,Humidity_%,Speed_mph,Pressure_in,UV,Solar_w/m2,Temperature_F_jit,Temperature_F_scal,Temperature_F_magwarp,Dew_Point_F_jit,Dew_Point_F_scal,Dew_Point_F_magwarp,Humidity_%_jit,Humidity_%_scal,Humidity_%_magwarp,Speed_mph_jit,Speed_mph_scal,Speed_mph_magwarp,Pressure_in_jit,Pressure_in_scal,Pressure_in_magwarp,UV_jit,UV_scal,UV_magwarp,Solar_w/m2_jit,Solar_w/m2_scal,Solar_w/m2_magwarp
2023-01-01 00:00:00,53.68888888888889,52.416666666666664,95.47222222222223,0.061111111111111116,29.960555555555555,0.0,0.0,53.689374811290534,40.15195436283517,54.46596631209654,52.41831258100299,43.86303553041074,23.31816585679723,95.47413152642963,76.61754854489695,55.60227825530316,0.06250591090688692,0.05224438575761099,0.06055370814248756,29.960509728236847,32.16005224588562,24.533972607471203,0.0002035856504601022,0.0,0.0,-5.804139859095977e-05,0.0,0.0
2023-01-01 03:00:00,52.78055555555555,50.55555555555556,92.11111111111111,0.14166666666666666,30.00222222222222,0.0,0.0,52.78054641282899,39.47264511838944,53.458608642571654,50.55647674919821,42.305630453284344,22.551925158358312,92.11250117283684,73.92021849720055,53.965458622677126,0.1415605801164654,0.12111198516537092,0.14017449541281435,30.00110953316269,32.204777790925235,24.586556084881867,-0.0007249915671121113,0.0,0.0,0.00024251905077341045,0.0,0.0
2023-01-01 06:00:00,51.02222222222222,47.00277777777777,86.11111111111111,0.3055555555555556,30.070833333333333,0.0,1.2777777777777777,51.023035679654754,38.157651993820174,51.59495262533386,47.00251903920577,39.33261389560573,21.024364468974596,86.11162616305893,69.1051499823045,50.74923962280085,0.30542708168573296,0.26122192878805495,0.3019064548240706,30.070952582448,32.278425855090475,24.661161921525196,0.0008454612101964257,0.0,0.0,1.2789284622097978,1.1552367808879476,0.6685045859911234
2023-01-01 09:00:00,52.317647058823525,42.58235294117647,69.38235294117646,0.0058823529411764705,30.148823529411764,0.0,12.58235294117647,52.3192625274603,39.12645280151324,52.820373473037236,42.5838768606992,35.633537552190404,19.098907692241426,69.38194557251487,55.68013052274408,41.13053569671265,0.007060115194341706,0.0050288713563475815,0.005803824971977449,30.146740980390987,32.36214155174698,24.743422777096423,0.0003727324205694222,0.0,0.0,12.58450897987145,11.375684536508379,6.6158038945385895
2023-01-01 12:00:00,53.96944444444445,39.68055555555556,58.47222222222222,0.005555555555555556,30.14611111111111,0.0,13.716666666666667,53.96909952634192,40.36177159124196,54.40112664244356,39.682344455784566,33.20527093544873,17.84559692830224,58.472375558345995,46.92462603637127,34.8649246932196,0.004665135347784189,0.004749489614328271,0.005473584972855403,30.144940289173835,32.35923000646205,24.75936972277286,0.00027968082371531664,0.0,0.0,13.717564296058075,12.40121570440149,7.248118661255161
2023-01-01 15:00:00,53.63055555555556,36.919444444444444,53.0,0.0,30.174166666666665,0.0,2.216666666666667,53.63169520655138,40.10832899851297,53.97345217071804,36.91852893937196,30.894732656846273,16.64860792868971,52.999039591911504,42.533105214915146,31.78468225801795,0.0009479298685810259,0.0,0.0,30.17447924901663,32.38934520678872,24.80047590407222,-0.0016097181467636854,0.0,0.0,2.2152058143449356,2.0040846764099616,1.1771111778711698
2023-01-01 18:00:00,51.849999999999994,37.40555555555555,57.77777777777778,0.008333333333333335,30.22472222222222,0.0,0.0,51.85061349620155,38.77671668753524,52.098580760052116,37.40640419447411,31.30151756505093,16.913103872277684,57.77813726489752,46.367326439739784,34.84857920159668,0.007972155861119679,0.007124234421492409,0.008187018903082679,30.223545950181595,32.443612201436785,24.859995947710306,-2.9369827404593143e-05,0.0,0.0,3.311231473322409e-05,0.0,0.0
2023-01-01 21:00:00,51.266666666666666,38.641666666666666,61.888888888888886,0.0,30.250555555555554,0.0,0.0,51.266909229289794,38.34046304431322,51.430734355911675,38.64132139651964,32.33591347448563,17.518726495350826,61.887937936873435,49.666540051798194,37.540392301091934,-0.0014559725719865213,0.0,0.0,30.250981654449095,32.471342039361346,24.899101115134222,-0.0004438054746800264,0.0,0.0,-0.0002945833031941386,0.0,0.0
2023-01-02 00:00:00,50.894444444444446,39.325,64.44444444444444,0.0,30.25611111111111,0.0,0.0,50.894335135001064,38.062091671971544,50.97647749763415,39.32451512683965,32.90773683116189,17.8759841039702,64.44368462775951,51.71740256740207,39.31093706149366,-7.376880069095722e-05,0.0,0.0,30.255650516288135,32.47730544536663,24.921408283773136,0.0005950315895649975,0.0,0.0,-0.0003974738911814617,0.0,0.0
2023-01-02 03:00:00,50.39722222222222,40.55555555555556,68.83333333333333,0.0,30.28805555555556,0.0,0.0,50.395772171698496,37.69023737608229,50.3986768764096,40.553963804523505,33.93748377021711,18.48422437289311,68.8335031584702,55.239536018113064,42.22296063973125,-0.0010186436982616018,0.0,0.0,30.28685900273847,32.51159502989701,24.965347544407173,0.0006572940945900462,0.0,0.0,0.000146917894472654,0.0,0.0
2023-01-02 06:00:00,49.84722222222222,41.28055555555555,72.30555555555556,0.002777777777777778,30.33,0.0,0.6361111111111111,49.84694536934924,37.27891251247294,49.77002796040627,41.28029104509642,34.54417440473948,18.864321613475962,72.30598589114678,58.02603400127051,44.5988802992077,0.0024402798060725235,0.0023747448071641357,0.0027135101863698164,30.32882496253475,32.55661874523688,25.017446508814267,1.4095227314190028e-05,0.0,0.0,0.636730041488608,0.5751070061376956,0.3460387379450992
2023-01-02 09:00:00,50.611111111111114,41.66111111111111,71.30555555555556,0.0,30.350277777777777,0.0,14.908333333333335,50.61124245828765,37.8501970452637,50.45317295852139,41.662583139633355,34.86262887573399,19.088264946106197,71.30556622505978,57.22352258212117,44.224074804393055,0.0006078027884788614,0.0,0.0,30.350113580357366,32.57838517715616,25.051584012314198,0.0005193121836135149,0.0,0.0,14.908802210497196,13.478599571794817,8.148384397509629
